Scheme,Description,Agency,Image,Link,Who It's For,What It Gives,Scheme Type
Various Services,"Our work with families in need involve both counselling and linking them with the resources available in the community and other agencies. Our social workers, certified MCP counsellors and other professionals work tirelessly to help mend relationships, feed hungry mouths and repair fractured lives. We partner corporations to hold holistic programmes for our low-income and vulnerable families.These include workshops, support groups and meaningful family-centred interactive activities.

",Lakeside Family Services,https://chidnast.sirv.com/SchemesSG/lakeside.jpg,https://www.lakeside.org.sg/our-services/casework-counselling-services/,Youth-at-risk,Emotional care,Family
Legal Aid,Legal advice; legal assistance to draft a Will or Deed of Separation; legal representation in court proceedings,Legal Aid Bureau,https://chidnast.sirv.com/SchemesSG/minlaw.jpg,https://lab.mlaw.gov.sg/,In need of legal aid,Legal services,Legal Aid
LBKM Bursaries,Various education bursaries for primary to post-graduate degree study,Lembaga Biasiswa Kenangan Maulud (LBKM),https://chidnast.sirv.com/SchemesSG/lbkm.jpg,http://lbkm.org.sg/bursary-scholarship/lbkm-bursaries/,Students,Financial assistance for education,Education
LBKM Bursaries,Various education bursaries for primary to post-graduate degree study,Lembaga Biasiswa Kenangan Maulud (LBKM),https://chidnast.sirv.com/SchemesSG/lbkm.jpg,http://lbkm.org.sg/bursary-scholarship/lbkm-bursaries/,Malay Muslim community,Financial assistance for education,Education
Lighting Hearts and Lighting Homes,This initiaitve aims to further support beneficiaries in need of financial assistance and raise awareness to improve the beneficiaries life,Lighting Hearts and Lighting Homes,https://chidnast.sirv.com/SchemesSG/lhlh.jpg,https://www.lightingheartslightinghomes.com/about-us/,Low income,Financial assistance,Low Income
Lighting Hearts and Lighting Homes,This initiaitve aims to further support beneficiaries in need of financial assistance and raise awareness to improve the beneficiaries life,Lighting Hearts and Lighting Homes,https://chidnast.sirv.com/SchemesSG/lhlh.jpg,https://www.lightingheartslightinghomes.com/about-us/,Need food support,Financial assistance,Low Income
Lighting Hearts and Lighting Homes,This initiaitve aims to further support beneficiaries in need of financial assistance and raise awareness to improve the beneficiaries life,Lighting Hearts and Lighting Homes,https://chidnast.sirv.com/SchemesSG/lhlh.jpg,https://www.lightingheartslightinghomes.com/about-us/,Low income families,Financial assistance,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Food,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Food,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Food,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Food,Healthcare
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,TCM,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,TCM,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,TCM,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,TCM,Healthcare
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Educational programmes,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Educational programmes,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Educational programmes,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income,Educational programmes,Healthcare
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Food,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Food,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Food,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Food,Healthcare
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,TCM,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,TCM,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,TCM,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,TCM,Healthcare
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Educational programmes,Low Income
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Educational programmes,Food
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Educational programmes,Referral
Various schemes,"Pupil Breakfast Scheme, free tuition, free TCM, screening, food gift and referral",Loving Heart Multi-Service Centre (Jurong),https://chidnast.sirv.com/SchemesSG/loving-heart-msc-jurong.jpg,https://www.lovingheartj.org/pupil-breakfast-scheme,Low income families,Educational programmes,Healthcare
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Financial assistance for daily living,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Financial assistance for daily living,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Debt settlement services,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Debt settlement services,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Emergency assistance,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Emergency assistance,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Burial expenses,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income,Burial expenses,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Financial assistance for daily living,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Financial assistance for daily living,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Debt settlement services,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Debt settlement services,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Emergency assistance,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Emergency assistance,Family
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Burial expenses,Low Income
Muis Monthly Zakat Financial Assistance,Muis works in partnership with appointed Social Development (SD) mosques to provide basic services and support programmes meant for the poor and needy (asnaf fakir and miskin).,Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Zakat/Financial-Assistance/Zakat-Assistance-Schemes-and-Programmes,Low income families,Burial expenses,Family
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Muslim community,Support in setting up a trust,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Muslim community,Support in setting up a trust,Loss of Breadwinner
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Muslim community,Support in legacy planning,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Muslim community,Support in legacy planning,Loss of Breadwinner
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Special needs children,Support in setting up a trust,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Special needs children,Support in setting up a trust,Loss of Breadwinner
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Special needs children,Support in legacy planning,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Special needs children,Support in legacy planning,Loss of Breadwinner
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Parents,Support in setting up a trust,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Parents,Support in setting up a trust,Loss of Breadwinner
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Parents,Support in legacy planning,Special Needs
MUIS Special Needs Trust Scheme,"Eligible families with PSNs will receive support to set up a trust with SNTC, thus safeguarding the well-being and long term needs of their loved ones when there is no longer a caregiver for them.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.muis.gov.sg/Our-Services/Financial-Schemes/Muis-Special-Needs-Trust-Scheme,Parents,Support in legacy planning,Loss of Breadwinner
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Counselling,Ex-offender
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Counselling,Work
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Counselling,Employment
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Counselling,Education
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Counselling,Children
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Referral,Ex-offender
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Referral,Work
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Referral,Employment
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Referral,Education
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Referral,Children
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Employment assistance,Ex-offender
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Employment assistance,Work
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Employment assistance,Employment
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Employment assistance,Education
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Employment assistance,Children
Family and Inmates Throughcare Assistance Haven (FITRAH),"FITRAH aims to provide integrated and holistic support for inmates as well as their families - from in-care to aftercare. The families will be connected to the necessary network of assistance while their spouses who are in prison are duly supported with in-care services. Services offered by FITRAH include befriending, referral for financial assistance, Islamic learning at Mosques and referral to MENDAKI for employment and tuition for their children.",Majlis Ugama Islam Singapura (MUIS),https://chidnast.sirv.com/SchemesSG/muis.jpg,https://www.m3.gov.sg/focus-areas/vulnerable-individuals-and-families/,Incarcerated,Financial assistance,Ex-offender
